,URL,TITLE,Visited_time
12,https://www.google.com/search?q=convolutional+neural+network&sxsrf=AOaemvLruN172kQqUabyHd6v60mds3j-8w%3A1638520651729&ei=S9epYaySLMabptQP0fWlkAs&oq=convol&gs_lcp=Cgdnd3Mtd2l6EAMYADIQCAAQgAQQhwIQsQMQgwEQFDIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIICAAQgAQQsQMyCggAEIAEEIcCEBQyBQgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgQIABBDOgoILhDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOgsIABCABBCxAxCDAToICAAQgAQQyQM6BQgAEJIDOgcIABCxAxBDOgsILhCABBDHARCvAToLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ9m1Yz35gzIoBaAFwAngAgAGKAYgBiQSSAQM1LjGYAQCgAQGwAQrAAQE&sclient=gws-wiz,convolutional neural network - Google Search,2021-12-03 03:38:00
13,https://www.google.com/search?q=convolutional+neural+network&sxsrf=AOaemvLruN172kQqUabyHd6v60mds3j-8w%3A1638520651729&ei=S9epYaySLMabptQP0fWlkAs&oq=convol&gs_lcp=Cgdnd3Mtd2l6EAMYADIQCAAQgAQQhwIQsQMQgwEQFDIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIICAAQgAQQsQMyCggAEIAEEIcCEBQyBQgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgQIABBDOgoILhDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOgsIABCABBCxAxCDAToICAAQgAQQyQM6BQgAEJIDOgcIABCxAxBDOgsILhCABBDHARCvAToLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ9m1Yz35gzIoBaAFwAngAgAGKAYgBiQSSAQM1LjGYAQCgAQGwAQrAAQE&sclient=gws-wiz,convolutional neural network - Google Search,2021-12-03 03:38:00
14,https://en.wikipedia.org/wiki/React_(JavaScript_library),React (JavaScript library) - Wikipedia,2021-12-03 03:37:00
15,https://reactjs.org/,React – A JavaScript library for building user interfaces,2021-12-03 03:37:00
16,https://www.google.com/search?q=react&sxsrf=AOaemvLF8OTvzf-P7zHxcDFdDjEiQ6A4lQ%3A1638520592377&ei=ENepYZzFFvClptQPtLiAiAQ&ved=0ahUKEwicjfbunMf0AhXwkokEHTQcAEEQ4dUDCA4&uact=5&oq=react&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEJECMgQIABBDMgcIABCxAxBDMggIABCABBCxAzIECAAQQzIICAAQgAQQsQMyCAgAEIAEELEDMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgUILhCABDoFCAAQgAQ6EQguEIAEELEDEIMBEMcBENEDOggILhCxAxCDAToECC4QQzoICC4QgAQQsQM6CwgAEIAEELEDEIMBSgQIQRgASgQIRhgAUNKfAliEpwJgj64CaAFwAngAgAFoiAHEA5IBAzQuMZgBAKABAbABCsABAQ&sclient=gws-wiz,react - Google Search,2021-12-03 03:37:00
17,https://www.google.com/search?q=react&sxsrf=AOaemvLF8OTvzf-P7zHxcDFdDjEiQ6A4lQ%3A1638520592377&ei=ENepYZzFFvClptQPtLiAiAQ&ved=0ahUKEwicjfbunMf0AhXwkokEHTQcAEEQ4dUDCA4&uact=5&oq=react&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEJECMgQIABBDMgcIABCxAxBDMggIABCABBCxAzIECAAQQzIICAAQgAQQsQMyCAgAEIAEELEDMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOgcIIxDqAhAnOgQIIxAnOgUILhCABDoFCAAQgAQ6EQguEIAEELEDEIMBEMcBENEDOggILhCxAxCDAToECC4QQzoICC4QgAQQsQM6CwgAEIAEELEDEIMBSgQIQRgASgQIRhgAUNKfAliEpwJgj64CaAFwAngAgAFoiAHEA5IBAzQuMZgBAKABAbABCsABAQ&sclient=gws-wiz,react - Google Search,2021-12-03 03:37:00
18,https://www.techtarget.com/searchnetworking/definition/TCP,What is Transmission Control Protocol (TCP)? Definition from SearchNetworking,2021-12-03 03:36:00
19,https://www.khanacademy.org/computing/computers-and-internet/xcae6f4a7ff015e7d:the-internet/xcae6f4a7ff015e7d:transporting-packets/a/transmission-control-protocol--tcp,Transmission Control Protocol (TCP) (article) | Khan Academy,2021-12-03 03:36:00
20,https://www.fortinet.com/resources/cyberglossary/tcp-ip,What is Transmission Control Protocol (TCP)?,2021-12-03 03:36:00
21,https://en.wikipedia.org/wiki/Transmission_Control_Protocol,Transmission Control Protocol - Wikipedia,2021-12-03 03:36:00
22,https://www.google.com/search?q=transmission+control+protocol&sxsrf=AOaemvKlSwxiLluIBkHkzUfP3sJUKWu43A%3A1638520559173&ei=79apYcSQCoqlptQP35-h0AU&oq=transmission+cont&gs_lcp=Cgdnd3Mtd2l6EAMYATIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIKCAAQgAQQhwIQFDINCAAQgAQQhwIQyQMQFDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIIxDqAhAnOgQIIxAnOgQILhBDOgQIABBDOgoIABCxAxCDARBDOhEILhCABBCxAxCDARDHARCjAjoFCC4QgAQ6CwguEIAEELEDEIMBOg4ILhCABBCxAxDHARCjAjoOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQsQMQkQI6CAgAEIAEEMkDOgUIABCSAzoLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ1UtY8XVg_X5oAXACeACAAWKIAZYKkgECMTeYAQCgAQGwAQrAAQE&sclient=gws-wiz,transmission control protocol - Google Search,2021-12-03 03:36:00
23,https://www.google.com/search?q=transmission+control+protocol&sxsrf=AOaemvKlSwxiLluIBkHkzUfP3sJUKWu43A%3A1638520559173&ei=79apYcSQCoqlptQP35-h0AU&oq=transmission+cont&gs_lcp=Cgdnd3Mtd2l6EAMYATIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIKCAAQgAQQhwIQFDINCAAQgAQQhwIQyQMQFDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIIxDqAhAnOgQIIxAnOgQILhBDOgQIABBDOgoIABCxAxCDARBDOhEILhCABBCxAxCDARDHARCjAjoFCC4QgAQ6CwguEIAEELEDEIMBOg4ILhCABBCxAxDHARCjAjoOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQsQMQkQI6CAgAEIAEEMkDOgUIABCSAzoLCC4QgAQQxwEQ0QNKBAhBGABKBAhGGABQ1UtY8XVg_X5oAXACeACAAWKIAZYKkgECMTeYAQCgAQGwAQrAAQE&sclient=gws-wiz,transmission control protocol - Google Search,2021-12-03 03:36:00
24,https://monkeylearn.com/blog/introduction-to-support-vector-machines-svm/,Support Vector Machines (SVM) Algorithm Explained,2021-12-03 03:36:00
25,https://towardsdatascience.com/support-vector-machine-introduction-to-machine-learning-algorithms-934a444fca47,Support Vector Machine — Introduction to Machine Learning Algorithms | by Rohith Gandhi | Towards Data Science,2021-12-03 03:36:00
26,https://en.wikipedia.org/wiki/Support-vector_machine,Support-vector machine - Wikipedia,2021-12-03 03:36:00
27,"http://scikit-learn.org/stable/modules/svm.html#:~:text=Support%20vector%20machines%20(SVMs)%20are,than%20the%20number%20of%20samples.",1.4. Support Vector Machines — scikit-learn 1.0.1 documentation,2021-12-03 03:36:00
28,"https://scikit-learn.org/stable/modules/svm.html#:~:text=Support%20vector%20machines%20(SVMs)%20are,than%20the%20number%20of%20samples.",1.4. Support Vector Machines — scikit-learn 1.0.1 documentation,2021-12-03 03:36:00
29,https://www.google.com/search?q=svm&sxsrf=AOaemvLvrId58OxoNHUgiCjtdgnrTkLrvw%3A1638520541983&ei=3dapYfTEO_KjptQPxayV0AU&ved=0ahUKEwi0p_LWnMf0AhXykYkEHUVWBVoQ4dUDCA4&uact=5&oq=svm&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyBwgAELEDEEMyCwgAELEDEIMBEJECMgUIABCRAjIECAAQQzIKCAAQsQMQgwEQQzIECAAQQzIICAAQgAQQsQMyCwgAEIAEELEDEIMBMgsIABCABBCxAxCDAToHCCMQ6gIQJzoFCAAQgAQ6CAgAELEDEIMBOgsILhCABBCxAxCDAUoECEEYAEoECEYYAFDOJFimKmCoLGgBcAJ4AIABYYgBmAKSAQEzmAEAoAEBsAEKwAEB&sclient=gws-wiz,svm - Google Search,2021-12-03 03:36:00
30,https://www.google.com/search?q=svm&sxsrf=AOaemvLvrId58OxoNHUgiCjtdgnrTkLrvw%3A1638520541983&ei=3dapYfTEO_KjptQPxayV0AU&ved=0ahUKEwi0p_LWnMf0AhXykYkEHUVWBVoQ4dUDCA4&uact=5&oq=svm&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyBwgAELEDEEMyCwgAELEDEIMBEJECMgUIABCRAjIECAAQQzIKCAAQsQMQgwEQQzIECAAQQzIICAAQgAQQsQMyCwgAEIAEELEDEIMBMgsIABCABBCxAxCDAToHCCMQ6gIQJzoFCAAQgAQ6CAgAELEDEIMBOgsILhCABBCxAxCDAUoECEEYAEoECEYYAFDOJFimKmCoLGgBcAJ4AIABYYgBmAKSAQEzmAEAoAEBsAEKwAEB&sclient=gws-wiz,svm - Google Search,2021-12-03 03:35:00
31,https://en.wikipedia.org/wiki/Bayesian_network,Bayesian network - Wikipedia,2021-12-03 03:35:00
32,"https://www.sciencedirect.com/topics/mathematics/bayesian-network#:~:text=A%20Bayesian%20network%20(BN)%20is,corresponding%20random%20variables%20%5B9%5D.",Bayesian Network - an overview | ScienceDirect Topics,2021-12-03 03:35:00
33,https://www.google.com/search?q=bayesian+network&sxsrf=AOaemvKy_xKgGBueKyoL6X_jDRuielfIVw%3A1638520505525&ei=udapYfzOH_2mptQPoqavoAI&oq=baysen+net&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCAAQsQMQQzIECAAQQzIECAAQCjIECAAQCjIECAAQCjIECAAQCjIECAAQCjIECC4QCjIECAAQCjIECAAQCjoHCCMQ6gIQJzoECCMQJzoICAAQgAQQsQM6CwguEIAEEMcBEKMCOgUIABCABDoOCC4QgAQQsQMQxwEQowI6CwguEIAEEMcBEK8BOgcIABCxAxAKSgQIQRgASgQIRhgAUMgvWJBVYMFdaAFwAngAgAFsiAHWBpIBAzkuMZgBAKABAbABCsABAQ&sclient=gws-wiz,bayesian network - Google Search,2021-12-03 03:35:00
34,https://www.google.com/search?q=bayesian+network&sxsrf=AOaemvKy_xKgGBueKyoL6X_jDRuielfIVw%3A1638520505525&ei=udapYfzOH_2mptQPoqavoAI&oq=baysen+net&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCAAQsQMQQzIECAAQQzIECAAQCjIECAAQCjIECAAQCjIECAAQCjIECAAQCjIECC4QCjIECAAQCjIECAAQCjoHCCMQ6gIQJzoECCMQJzoICAAQgAQQsQM6CwguEIAEEMcBEKMCOgUIABCABDoOCC4QgAQQsQMQxwEQowI6CwguEIAEEMcBEK8BOgcIABCxAxAKSgQIQRgASgQIRhgAUMgvWJBVYMFdaAFwAngAgAFsiAHWBpIBAzkuMZgBAKABAbABCsABAQ&sclient=gws-wiz,bayesian network - Google Search,2021-12-03 03:35:00
35,https://www.geeksforgeeks.org/naive-bayes-classifiers/,Naive Bayes Classifiers - GeeksforGeeks,2021-12-03 03:35:00
36,https://www.analyticsvidhya.com/blog/2017/09/naive-bayes-explained/,Learn Naive Bayes Algorithm | Naive Bayes Classifier Examples,2021-12-03 03:35:00
37,https://en.wikipedia.org/wiki/Naive_Bayes_classifier,Naive Bayes classifier - Wikipedia,2021-12-03 03:35:00
38,https://www.google.com/search?q=naive+bayes&sxsrf=AOaemvIz--SaAzmOTRANLH493UYYOVW2eA%3A1638520476215&ei=nNapYbTkDO2jptQPnMyyiAM&oq=naive+&gs_lcp=Cgdnd3Mtd2l6EAMYATIECAAQQzIHCAAQsQMQQzIHCAAQsQMQQzIHCAAQsQMQQzIECAAQQzIKCAAQgAQQhwIQFDIECAAQQzIICAAQgAQQsQMyBAgAEEMyBQgAEIAEOgcIIxDqAhAnOgQIIxAnOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOggIABCABBDJAzoFCAAQkgNKBAhBGABKBAhGGABQnRlY6jRg-UpoAXACeACAAWCIAeoDkgEBNpgBAKABAbABCsABAQ&sclient=gws-wiz,naive bayes - Google Search,2021-12-03 03:35:00
39,https://www.google.com/search?q=naive+bayes&sxsrf=AOaemvIz--SaAzmOTRANLH493UYYOVW2eA%3A1638520476215&ei=nNapYbTkDO2jptQPnMyyiAM&oq=naive+&gs_lcp=Cgdnd3Mtd2l6EAMYATIECAAQQzIHCAAQsQMQQzIHCAAQsQMQQzIHCAAQsQMQQzIECAAQQzIKCAAQgAQQhwIQFDIECAAQQzIICAAQgAQQsQMyBAgAEEMyBQgAEIAEOgcIIxDqAhAnOgQIIxAnOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQowI6DgguEIAEELEDEMcBENEDOggIABCABBDJAzoFCAAQkgNKBAhBGABKBAhGGABQnRlY6jRg-UpoAXACeACAAWCIAeoDkgEBNpgBAKABAbABCsABAQ&sclient=gws-wiz,naive bayes - Google Search,2021-12-03 03:35:00
40,https://www.sciencedirect.com/topics/computer-science/supervised-learning,Supervised Learning - an overview | ScienceDirect Topics,2021-12-03 03:34:00
41,https://searchenterpriseai.techtarget.com/definition/supervised-learning,What is Supervised Learning?,2021-12-03 03:34:00
42,https://machinelearningmastery.com/supervised-and-unsupervised-machine-learning-algorithms/,Supervised and Unsupervised Machine Learning Algorithms,2021-12-03 03:34:00
43,https://www.ibm.com/cloud/learn/supervised-learning,What is Supervised Learning? | IBM,2021-12-03 03:34:00
44,"https://en.wikipedia.org/wiki/Supervised_learning#:~:text=Supervised%20learning%20(SL)%20is%20the,on%20example%20input%2Doutput%20pairs.&text=In%20supervised%20learning%2C%20each%20example,also%20called%20the%20supervisory%20signal).",Supervised learning - Wikipedia,2021-12-03 03:34:00
45,https://www.google.com/search?q=supervised+learning&sxsrf=AOaemvL02jW17TG5AlhMIMJwyTP7_twLew%3A1638520447082&ei=f9apYdrKBMGlptQP2IybqAU&oq=superv&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQsQMQkQIyBQgAEJECMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIFCAAQgAQyBQguEIAEMggIABCABBCxAzIFCAAQgAQ6BwgjEOoCECc6BAgjECc6BAgAEEM6DgguEIAEELEDEMcBEKMCOgsIABCABBCxAxDJAzoFCAAQkgM6CwguEIAEELEDEIMBSgQIQRgASgQIRhgAUOUoWOs8YL5HaAFwAngAgAF3iAGIBJIBAzUuMZgBAKABAbABCsABAQ&sclient=gws-wiz,supervised learning - Google Search,2021-12-03 03:34:00
46,https://www.google.com/search?q=supervised+learning&sxsrf=AOaemvL02jW17TG5AlhMIMJwyTP7_twLew%3A1638520447082&ei=f9apYdrKBMGlptQP2IybqAU&oq=superv&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQsQMQkQIyBQgAEJECMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDMgUIABCABDIFCAAQgAQyBQguEIAEMggIABCABBCxAzIFCAAQgAQ6BwgjEOoCECc6BAgjECc6BAgAEEM6DgguEIAEELEDEMcBEKMCOgsIABCABBCxAxDJAzoFCAAQkgM6CwguEIAEELEDEIMBSgQIQRgASgQIRhgAUOUoWOs8YL5HaAFwAngAgAF3iAGIBJIBAzUuMZgBAKABAbABCsABAQ&sclient=gws-wiz,supervised learning - Google Search,2021-12-03 03:34:00
47,https://www.guru99.com/unsupervised-machine-learning.html,"Unsupervised Machine Learning: What is, Algorithms, Example",2021-12-03 03:34:00
48,https://www.ibm.com/cloud/learn/unsupervised-learning,What is Unsupervised Learning? | IBM,2021-12-03 03:34:00
49,https://en.wikipedia.org/wiki/Unsupervised_learning,Unsupervised learning - Wikipedia,2021-12-03 03:34:00
50,"https://searchenterpriseai.techtarget.com/definition/unsupervised-learning#:~:text=Unsupervised%20learning%20refers%20to%20the,are%20neither%20classified%20nor%20labeled.&text=In%20other%20words%2C%20unsupervised%20learning,data%20sets%20on%20its%20own.",What is Unsupervised Learning?,2021-12-03 03:34:00
51,https://www.google.com/search?q=unsupervised+learning&sxsrf=AOaemvJiGudUGS2ftD0j_TEOTWGPfQgfTg%3A1638520407892&ei=V9apYcr5NaGiptQPxtSKyAE&oq=unsu&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIHCAAQsQMQQzIECAAQQzIECAAQQzIICAAQgAQQsQMyBQgAEIAEMgQIABBDMgsIABCABBCxAxCDATIHCAAQsQMQQzIFCAAQgAQ6BwgjEOoCECc6CgguEMcBEKMCECc6EQguEIAEELEDEIMBEMcBEKMCOgQILhBDOggIABCxAxCRAjoNCAAQgAQQhwIQsQMQFDoKCAAQsQMQgwEQQ0oECEEYAEoECEYYAFCEBVjZDmDrHWgBcAJ4AIABjAGIAccDkgEDMS4zmAEAoAEBsAEKwAEB&sclient=gws-wiz,unsupervised learning - Google Search,2021-12-03 03:34:00
52,https://www.google.com/search?q=unsupervised+learning&sxsrf=AOaemvJiGudUGS2ftD0j_TEOTWGPfQgfTg%3A1638520407892&ei=V9apYcr5NaGiptQPxtSKyAE&oq=unsu&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIHCAAQsQMQQzIECAAQQzIECAAQQzIICAAQgAQQsQMyBQgAEIAEMgQIABBDMgsIABCABBCxAxCDATIHCAAQsQMQQzIFCAAQgAQ6BwgjEOoCECc6CgguEMcBEKMCECc6EQguEIAEELEDEIMBEMcBEKMCOgQILhBDOggIABCxAxCRAjoNCAAQgAQQhwIQsQMQFDoKCAAQsQMQgwEQQ0oECEEYAEoECEYYAFCEBVjZDmDrHWgBcAJ4AIABjAGIAccDkgEDMS4zmAEAoAEBsAEKwAEB&sclient=gws-wiz,unsupervised learning - Google Search,2021-12-03 03:34:00
53,https://en.wikipedia.org/wiki/Human%E2%80%93computer_interaction,Human–computer interaction - Wikipedia,2021-12-03 03:33:00
54,https://www.interaction-design.org/literature/topics/human-computer-interaction,What is Human-Computer Interaction (HCI)? | Interaction Design Foundation (IxDF),2021-12-03 03:33:00
55,https://www.google.com/search?q=human+computer+interaction&sxsrf=AOaemvJVVFdMrB-da0bD-EI5KDfRP-tLBg%3A1638520372247&ei=NNapYanIDtaoptQPn9K54AI&oq=human+computer+&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQsQMQkQIyBQgAEJECMgUIABCRAjIFCAAQgAQyBQgAEIAEMgoIABCABBCHAhAUMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCCMQ6gIQJzoECCMQJzoOCC4QgAQQsQMQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQQzoFCC4QgAQ6CAguEIAEELEDOg0IABCABBCHAhCxAxAUSgQIQRgASgQIRhgAUItMWJNvYI54aAFwAngAgAF5iAH5CZIBBDEyLjOYAQCgAQGwAQrAAQE&sclient=gws-wiz,human computer interaction - Google Search,2021-12-03 03:33:00
56,https://www.google.com/search?q=human+computer+interaction&sxsrf=AOaemvJVVFdMrB-da0bD-EI5KDfRP-tLBg%3A1638520372247&ei=NNapYanIDtaoptQPn9K54AI&oq=human+computer+&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQsQMQkQIyBQgAEJECMgUIABCRAjIFCAAQgAQyBQgAEIAEMgoIABCABBCHAhAUMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCCMQ6gIQJzoECCMQJzoOCC4QgAQQsQMQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQQzoFCC4QgAQ6CAguEIAEELEDOg0IABCABBCHAhCxAxAUSgQIQRgASgQIRhgAUItMWJNvYI54aAFwAngAgAF5iAH5CZIBBDEyLjOYAQCgAQGwAQrAAQE&sclient=gws-wiz,human computer interaction - Google Search,2021-12-03 03:33:00
57,https://en.wikipedia.org/wiki/Pattern_recognition,Pattern recognition - Wikipedia,2021-12-03 03:33:00
58,https://www.journals.elsevier.com/pattern-recognition,Pattern Recognition - Journal - Elsevier,2021-12-03 03:33:00
59,https://www.journals.elsevier.com/pattern-recognition,Pattern Recognition - Journal - Elsevier,2021-12-03 03:33:00
60,https://www.google.com/search?q=pattern+recognition&sxsrf=AOaemvL5x4j7uarIDcAc5as8zAQDy3s9JQ%3A1638520346765&ei=GtapYa-mLtyjptQPu4KmyAg&oq=pattern+re&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQgAQQsQMyBQguEIAEMgoIABCABBCHAhAUMgsIABCABBCxAxCDATIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDoHCCMQ6gIQJzoECCMQJzoECAAQQzoFCAAQkQI6CAguEIAEELEDOgoIABCxAxCDARBDOgQILhBDOgcIABCxAxBDOggIABCxAxCDAUoECEEYAEoECEYYAFD2IljVNGDbPGgBcAJ4AIABd4gBkweSAQM3LjOYAQCgAQGwAQrAAQE&sclient=gws-wiz,pattern recognition - Google Search,2021-12-03 03:33:00
61,https://www.journals.elsevier.com/pattern-recognition,Pattern Recognition - Journal - Elsevier,2021-12-03 03:33:00
62,https://www.journals.elsevier.com/pattern-recognition,Pattern Recognition - Journal - Elsevier,2021-12-03 03:32:00
63,"https://www.arm.com/glossary/pattern-recognition#:~:text=Pattern%20recognition%20is%20a%20data,familiar%20patterns%20quickly%20and%20accurately.",What is pattern recognition – Arm®,2021-12-03 03:32:00
64,https://www.google.com/search?q=pattern+recognition&sxsrf=AOaemvL5x4j7uarIDcAc5as8zAQDy3s9JQ%3A1638520346765&ei=GtapYa-mLtyjptQPu4KmyAg&oq=pattern+re&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQgAQQsQMyBQguEIAEMgoIABCABBCHAhAUMgsIABCABBCxAxCDATIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDoHCCMQ6gIQJzoECCMQJzoECAAQQzoFCAAQkQI6CAguEIAEELEDOgoIABCxAxCDARBDOgQILhBDOgcIABCxAxBDOggIABCxAxCDAUoECEEYAEoECEYYAFD2IljVNGDbPGgBcAJ4AIABd4gBkweSAQM3LjOYAQCgAQGwAQrAAQE&sclient=gws-wiz,pattern recognition - Google Search,2021-12-03 03:32:00
65,https://www.google.com/search?q=pattern+recognition&sxsrf=AOaemvL5x4j7uarIDcAc5as8zAQDy3s9JQ%3A1638520346765&ei=GtapYa-mLtyjptQPu4KmyAg&oq=pattern+re&gs_lcp=Cgdnd3Mtd2l6EAMYADIICAAQgAQQsQMyBQguEIAEMgoIABCABBCHAhAUMgsIABCABBCxAxCDATIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEMgUIABCABDoHCCMQ6gIQJzoECCMQJzoECAAQQzoFCAAQkQI6CAguEIAEELEDOgoIABCxAxCDARBDOgQILhBDOgcIABCxAxBDOggIABCxAxCDAUoECEEYAEoECEYYAFD2IljVNGDbPGgBcAJ4AIABd4gBkweSAQM3LjOYAQCgAQGwAQrAAQE&sclient=gws-wiz,pattern recognition - Google Search,2021-12-03 03:32:00
66,https://en.wikipedia.org/wiki/Software_project_management,Software project management - Wikipedia,2021-12-03 03:32:00
67,https://www.wrike.com/project-management-guide/faq/what-is-software-project-management/,What Is Software Project Management?,2021-12-03 03:32:00
68,https://www.wrike.com/project-management-guide/faq/what-is-software-project-management/,What Is Software Project Management?,2021-12-03 03:32:00
