,Time_Visited,Title,URL,LABEL
28,2021-11-11 02:08:20,2021 Holiday Phone Deals & Gift Ideas,"https://ad.doubleclick.net/ddm/clk/439363635;242958384;w;u=ds&sv1=49786373185&sv2=3273228996533247&sv3=1153939064043603588&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB;%3fhttps://d.agkn.com/pixel/4102/?che=&col=71700000049504165,700000001886408,58700005459570000,0,0,Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB&l1=https%3A%2F%2Fwww.att.com%2Fdeals%2Fholiday-gift-guide%2F%3Fsource%3DEC1NNBDES0000000P%26tfn%3Dwireless%26WT.srch%3D1%26wtExtndSource%3D%252Bcyber%2B%252Bmonday%2B%252Bdeals%26gclsrc%3Daw.ds%26ds_rl%3D1277863%26ds_rl%3D1285957&ds_rl=1285957&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB&gclsrc=aw.ds",SHOPPING
29,2021-11-22 16:07:53,Google Pixel 6 – 50% off at AT&T,"https://ad.doubleclick.net/ddm/clk/439363635;242958384;w;u=ds&sv1=66976685657&sv2=3275230542334858&sv3=9044849612447548882&gclid=CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE;%3fhttps://d.agkn.com/pixel/4102/?che=&col=71700000087920916,700000001886408,58700007453811124,0,0,CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE&l1=https%3A%2F%2Fwww.att.com%2Fbuy%2Fphones%2Fgoogle-pixel-6-128gb-stormy-black.html%3Fofferid%3D20200003%26source%3D%26tfn%3Dwireless%26WT.srch%3D1%26wtExtndSource%3Dpixel%2B6%26gclsrc%3Daw.ds%26&gclid=CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE&gclsrc=aw.ds",SHOPPING
30,2021-11-11 01:28:47,Northeastern University,https://ad.doubleclick.net/ddm/clk/448296987;251953577;k;u=ds&sv1=60647723141&sv2=3273224246157684&sv3=5836752060184911315&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRumbJO50tvWMY8YgNy2FYueJy-a8yFQWGAZ7sRgtP176SmvT-8tURcaAh0uEALw_wcB;%3fhttps://pages.northeastern.edu/EM-OPP-EVG-DOM-GRAD-NET-STEM-MSCS-PSCH-2021-03-02-RAZORFISH-GOOGLE_LP.html?utm_medium=paid-search&utm_source=google&utm_campaign=em-opp-evg-dom-grad-net-stem-mscs-psch-2021_03_02-razorfish_google&utm_mktoid=8077&_bk=northeastern%20computer%20science&_bt=496834161247&_bm=p&_bn=g&_bg=117816185416&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRumbJO50tvWMY8YgNy2FYueJy-a8yFQWGAZ7sRgtP176SmvT-8tURcaAh0uEALw_wcB&gclsrc=aw.ds,SHOPPING
31,2021-11-11 02:07:08,"Business Laptops, Desktops & Accessories Deals | Dell UK",https://ad.doubleclick.net/ddm/clk/461604367;266791111;g;u=ds&sv1=53929298878&sv2=3273228849570523&sv3=973071716271643522&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB;%3fhttps://t.myvisualiq.net/click_pixel?et=c&ago=212&ao=871&aca=71700000062712531&si=-2&ci=-2&pi=-2&ad=58700005619252588&sv1=39700053929298878&advt=-2&chnl=-2&vndr=1195&sz=7852&u=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB%7cc%7c1029&othercookie_id=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB&red=https://deals.dell.com/en-uk/bsd?gacd=9646510-1026-5761040-266731581-0&dgc=st&ds_k=DYNAMIC+SEARCH+ADS&ds_rl=1282789&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB&gclsrc=aw.ds,SHOPPING
32,2021-11-11 02:08:24,Black Friday Laptop Deals | Sneak Peek Sale | Dell United States,https://ad.doubleclick.net/ddm/clk/461604367;266791111;g;u=ds&sv1=53929298884&sv2=3273229002940213&sv3=8071422146281856982&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB;%3fhttps://t.myvisualiq.net/click_pixel?et=c&ago=212&ao=871&aca=71700000062712531&si=-2&ci=-2&pi=-2&ad=58700005619252591&sv1=39700053929298884&advt=-2&chnl=-2&vndr=1195&sz=7852&u=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB%7cc%7c1029&othercookie_id=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB&red=https://www.dell.com/en-us/work/shop/deals/laptop-tablet-deals?gacd=9646510-1026-5761040-266731581-0&dgc=st&ds_k=DYNAMIC+SEARCH+ADS&ds_rl=1282789&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB&gclsrc=aw.ds,SHOPPING
33,2021-11-11 17:34:43,Buy Galaxy Book Pro & Pro 360 | Price & Deals | Samsung US,https://ad.doubleclick.net/ddm/clk/494809329;301974370;r;u=ds&sv1=63345997679&sv2=3273340165800471&sv3=7386223282436562498&gclid=CjwKCAiAm7OMBhAQEiwArvGi3N24zUtgxo0fTUtWzIFTJJ5cYBW0HAAI948Z9JAPspmuNa0k7z_BHBoCalkQAvD_BwE;%3fhttps://www.samsung.com/us/computing/galaxy-book-pro/buy/?link=galaxy-book-pro/galaxy-book-pro-&cid=sem-mktg-pfs-pc-us-google-na-10112021-170086-&ds_e=GOOGLE-cr:%25ecid!-pl:%25epid!-&ds_c=FF~Galaxy+Book+Pro+-+Brand+Core_CN~pc_PH~on_MK~usnat_BS~im_PR~pcl_SB~gbp_PK~ROAS_FS~lo_CA~kew_MD~h_KS~ba_MT~phrase-&ds_ag=AG~Core_MK~usnat_AT~ta_MD~h_AG~Core_AI~no-&ds_k=samsung+notebook+laptop&gclid=CjwKCAiAm7OMBhAQEiwArvGi3N24zUtgxo0fTUtWzIFTJJ5cYBW0HAAI948Z9JAPspmuNa0k7z_BHBoCalkQAvD_BwE&gclsrc=aw.ds,SHOPPING
34,2021-11-01 22:58:11,Discord | Your Place to Talk and Hang Out,https://ad.doubleclick.net/ddm/clk/496532370;303516314;a;u=ds&sv1=67080480396&sv2=3271643783184516&sv3=8396417917081220708&gclid=CjwKCAjwoP6LBhBlEiwAvCcthLDK1JVyRoEEYMuVfLIF9OBB59y_HFccXe2RpLCMIYpeZsOEC_sgMhoCWjUQAvD_BwE;%3fhttps://discord.com/?utm_source=google&utm_medium=advertising&utm_campaign=2020-01_google-us-registrations-brand_broad&utm_term=ENG-Text-Chat-Desktop-NA-All-All-All&utm_content=--t%3Apa&gclid=CjwKCAjwoP6LBhBlEiwAvCcthLDK1JVyRoEEYMuVfLIF9OBB59y_HFccXe2RpLCMIYpeZsOEC_sgMhoCWjUQAvD_BwE&gclsrc=aw.ds,SHOPPING
35,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116,WORK
36,2021-11-19 12:30:30,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116,WORK
37,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116,WORK
38,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116,WORK
39,2021-11-08 20:25:59,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022,WORK
40,2021-11-19 12:30:19,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022,WORK
41,2021-11-08 20:25:59,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116,WORK
42,2021-11-19 12:30:19,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116,WORK
43,2021-11-08 20:25:59,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116,WORK
44,2021-11-15 22:52:06,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116,WORK
45,2021-11-19 12:30:19,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=undefined,WORK
46,2021-11-25 20:22:57,Thiagogiacomelli - Live Music - Volume.com,https://ajxx98.online/zjKjM-VSyZZ03w8XsL3lw6Q48yhPSaVQn9wSa5xBc9BB7PcLfhDfo1uZ7jwp56cXXOGmChg&ch=438558_16627462&cp.clickid=01f7ecf5bb3e96c57fcc9f6c3f939878,SHOPPING
47,2021-11-30 18:31:21,Selenium :: Anaconda.org,https://anaconda.org/conda-forge/selenium,WORK
48,2021-11-11 01:48:40,"In a coin game, you repeatedly toss a biased coin (0.4 for head, 0.6 for tail). Each head represents 3 points and the tail represents",https://answers-learning.com/mathematics/question14781281,WORK
49,2021-11-12 16:59:05,,https://api-6daaf5ea.duosecurity.com/frame/prompt?sid=YWVhOWI3MWM3MjNkNDU5NGJhYWFjYzA4NzE3NzA0MmE%3D%7C76.24.216.243%7C1636754346%7Cecfcf0fce1b7064d9d30dd5e0b6a6f49324fd104,MISC
50,2021-11-18 08:44:02,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzcyNDMzNDA=|6590c491ee4efe29740134843bd1de6de886c6ff&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
51,2021-11-18 08:44:01,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzcyNDMzNDA=|6590c491ee4efe29740134843bd1de6de886c6ff&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
52,2021-11-27 20:38:12,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgwNjM3ODU=|f81e255a362da253809c4ed2050870746d2beb61&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
53,2021-11-27 20:38:09,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgwNjM3ODU=|f81e255a362da253809c4ed2050870746d2beb61&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
54,2021-11-29 07:45:02,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgxOTAyMDA=|bf5f185cd0486a4ddd1310876cf9688cb9cf029a&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2Fcas%2Flogin%3Fexecution%3De1s3&v=2.6,MISC
55,2021-11-29 07:45:03,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgxOTAyMDA=|bf5f185cd0486a4ddd1310876cf9688cb9cf029a&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2Fcas%2Flogin%3Fexecution%3De1s3&v=2.6,MISC
56,2021-11-29 10:44:25,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgyMDA5NjM=|ee21b1300653611b05c4dac3f1ff3e02cc4c771a&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
57,2021-11-29 10:44:25,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgyMDA5NjM=|ee21b1300653611b05c4dac3f1ff3e02cc4c771a&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
58,2021-11-01 13:55:02,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzU3ODk2MDA=|2d10b4d6fad82f41515177f2a730c5f061b38e9d&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FPOST%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
59,2021-11-01 13:55:01,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzU3ODk2MDA=|2d10b4d6fad82f41515177f2a730c5f061b38e9d&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FPOST%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
60,2021-11-08 15:10:01,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzY0MDI0OTk=|1eaa5cb30be1ca746ba7aea68c4120d6c9a20a67&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
61,2021-11-08 15:10:03,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzY0MDI0OTk=|1eaa5cb30be1ca746ba7aea68c4120d6c9a20a67&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6,MISC
62,2021-11-05 11:40:50,Rich LTI,https://applications.zoom.us/lti/rich,WORK
63,2021-11-05 11:44:32,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
64,2021-11-05 12:27:47,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
65,2021-11-05 11:51:56,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
66,2021-11-05 11:40:59,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
67,2021-11-05 11:47:09,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
68,2021-11-05 11:51:42,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
69,2021-11-05 12:27:42,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
70,2021-11-05 11:52:52,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
71,2021-11-05 11:47:57,Zoom Applications,https://applications.zoom.us/lti/rich/j/91517464663?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
72,2021-11-05 11:52:36,Launch Meeting - Zoom,https://applications.zoom.us/lti/rich/j/99554666009?oauth_consumer_key=wEmqof1gR8KxZQuLJOPtKg&lti_scid=5d5a36e9ecd4ef9e8aa058487a3a8ad37edf4e4c0da4aeb12df83080285ebde8,WORK
73,2021-11-14 02:17:10,How to Solve Java List UnsupportedOperationException? - GeeksforGeeks,https://auth.geeksforgeeks.org/?to=https://www.geeksforgeeks.org/how-to-solve-java-list-unsupportedoperationexception/,WORK
74,2021-11-14 02:16:46,GeeksforGeeks,"https://auth.geeksforgeeks.org/googleLogin.php?redirect=https://auth.geeksforgeeks.org/?to=https://www.geeksforgeeks.org/how-to-solve-java-list-unsupportedoperationexception/&remember=true&browserInfo={%22appName%22:%22Netscape%22,%22appCodeName%22:%22Mozilla%22,%22cookieEnable%22:true,%22prodName%22:%22Gecko%22,%22appVersion%22:%225.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/94.0.4606.81%20Safari/537.36%22,%22appOs%22:%22Win32%22,%22appLang%22:%22en-US%22,%22vendorName%22:%22Google%20Inc.%22,%22loginDomain%22:%22cdn%22}",WORK
75,2021-11-14 02:17:05,GeeksforGeeks,"https://auth.geeksforgeeks.org/googleLogin.php?redirect=https://auth.geeksforgeeks.org/?to=https://www.geeksforgeeks.org/how-to-solve-java-list-unsupportedoperationexception/&remember=true&browserInfo={%22appName%22:%22Netscape%22,%22appCodeName%22:%22Mozilla%22,%22cookieEnable%22:true,%22prodName%22:%22Gecko%22,%22appVersion%22:%225.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/94.0.4606.81%20Safari/537.36%22,%22appOs%22:%22Win32%22,%22appLang%22:%22en-US%22,%22vendorName%22:%22Google%20Inc.%22,%22loginDomain%22:%22cdn%22}",WORK
76,2021-11-14 02:17:05,GeeksforGeeks,https://auth.geeksforgeeks.org/googleLogin.php?state=34ebec0fd9528d962395516a1683e7c6&code=4%2F0AX4XfWi6rW4RjWDU83nH4PyiNiSekCbwcS1xHHBbtGFTfEqZgvar4ioOA8ngj2B5ASWyaw&scope=email+profile+openid+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile&authuser=0&prompt=none,WORK
77,2021-11-14 02:16:46,GeeksforGeeks,https://auth.geeksforgeeks.org/googleLogin.php?state=cb2990a7b0704fdbf6ce6b70db7d0d65&code=4%2F0AX4XfWgHavpVFSabIA8ph4c9pTN53d371BO5eUVnAYjhP10HdMeF4Pu94SWCk1LTXUM8_Q&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+openid&authuser=0&prompt=none,WORK
