,TIME_VISITED,TITLE,URL
24,2021-11-30 18:17:53,Home Page - Select or create a notebook,http://localhost:8888/tree#notebooks
25,2021-11-30 17:40:46,Home Page - Select or create a notebook,http://localhost:8888/tree#notebooks
26,2021-11-30 17:40:45,Home Page - Select or create a notebook,http://localhost:8888/tree#running
27,2021-11-30 17:37:04,Home Page - Select or create a notebook,http://localhost:8888/tree#running
28,2021-11-30 18:19:53,SecureBootUpdates/,http://localhost:8888/tree/SecureBootUpdates
29,2021-11-30 17:36:09,Home Page - Select or create a notebook,http://localhost:8888/tree?token=f47d25046565e46f457f45898447d07f56ecf481bae464ff
30,2021-11-30 17:36:54,Home Page - Select or create a notebook,http://localhost:8888/tree?token=f47d25046565e46f457f45898447d07f56ecf481bae464ff
31,2021-11-30 17:42:32,Home Page - Select or create a notebook,http://localhost:8888/tree?token=f47d25046565e46f457f45898447d07f56ecf481bae464ff
32,2021-11-30 19:05:40,Linkedin_Scraper - Jupyter Notebook,http://localhost:8889/notebooks/Linkedin_Scraper.ipynb
33,2021-11-30 19:05:32,Home Page - Select or create a notebook,http://localhost:8889/tree
34,2021-11-30 19:05:32,Home Page - Select or create a notebook,http://localhost:8889/tree?token=3c20915dbc2e591ea4644225467fe0af15f3338eee6b48bc
35,2021-11-12 02:31:08,,http://specialtywoollenactively.com/f9945uxw?aezjf=10&refer=https%3A%2F%2Fhblinks.pro%2Farchives%2F37860&kw=%5B%22dune%22%2C%222021%22%2C%221080p%22%2C%22webrip%22%2C%22%E2%80%93%22%2C%22hublinks%22%5D&key=c42745e1c6055637c7a28147e3ed7aa4&scrWidth=1536&scrHeight=864&tz=-5&v=21.9.v.12&ship=&res=12.1055&dev=e&adb=n&uuid=e6624298-cded-4991-b427-3f40ae25f948%3A3%3A1
36,2021-11-12 02:31:08,specialtywoollenactively.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655,http://specialtywoollenactively.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655
37,2021-11-12 02:31:08,specialtywoollenactively.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655,http://specialtywoollenactively.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655
38,2021-11-07 11:39:07,telephoneinclination.com/cbjvhsx71f?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15111743,http://telephoneinclination.com/cbjvhsx71f?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15111743
39,2021-11-07 11:39:07,telephoneinclination.com/cbjvhsx71f?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15111743,http://telephoneinclination.com/cbjvhsx71f?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15111743
40,2021-11-07 11:39:07,,http://telephoneinclination.com/cbjvhsx71f?qzl=96&refer=https%3A%2F%2Fwww.vipstand.se%2Flfc-tv-liverpool-fc-tv-live-sports-stream%2F2%2F&kw=%5B%22vipstand%22%2C%22watch%22%2C%22lfc%22%2C%22tv%22%2C%22liverpool%22%2C%22fc%22%2C%22tv%22%2C%22live%22%2C%22sports%22%2C%22stream%22%5D&key=65aa283021630dfd9030555c4c61a78c&scrWidth=1536&scrHeight=864&tz=-5&v=21.9.v.12&ship=&res=12.1055&dev=e&uuid=e6624298-cded-4991-b427-3f40ae25f948%3A3%3A1
41,2021-11-12 02:44:45,thickbabysittinghandled.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655,http://thickbabysittinghandled.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655
42,2021-11-12 02:44:45,thickbabysittinghandled.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655,http://thickbabysittinghandled.com/f9945uxw?key=0f22c1fd609f13cb7947c8cabfe1a90d&submetric=15940655
43,2021-11-12 02:44:45,,http://thickbabysittinghandled.com/f9945uxw?vic=93&refer=https%3A%2F%2Fhblinks.pro%2Farchives%2F38608&kw=%5B%22venom%22%2C%222%22%2C%222021%22%2C%221080p%22%2C%22hdrip%22%2C%22hindi%22%2C%22%E2%80%93%22%2C%22hublinks%22%5D&key=c42745e1c6055637c7a28147e3ed7aa4&scrWidth=1536&scrHeight=864&tz=-5&v=21.9.v.12&ship=&res=12.1055&dev=e&adb=n&uuid=e6624298-cded-4991-b427-3f40ae25f948%3A3%3A1
44,2021-11-18 00:05:52,hw3_sol.pdf,http://www.cs.cmu.edu/afs/cs/academic/class/15780-s13/www/hw/hw3_sol.pdf
45,2021-11-19 12:30:06,Homepage - Khoury College of Computer Sciences,http://www.khoury.northeastern.edu/
46,2021-11-07 20:12:55,,http://www.msftconnecttest.com/redirect
47,2021-11-07 20:12:56,Dunkin' Donuts Guest,http://www.msftconnecttest.com/redirect
48,2021-11-07 18:56:05,Dunkin' Donuts Guest,http://www.msftconnecttest.com/redirect
49,2021-11-08 10:53:56,VMock Dashboard,http://www.vmock.com/northeastern
50,2021-11-08 10:53:14,VMock Dashboard,http://www.vmock.com/northeastern
51,2021-11-29 14:57:21,"Buy and Sell Crypto on FTX: Bitcoin, Ethereum and more",https://1aurl.net/ftx.us/us.aspx
52,2021-11-14 02:17:05,GeeksforGeeks,https://accounts.google.com/o/oauth2/v2/auth?response_type=code&client_id=388036620207-3uolk1hv6ta7p3r9l6s3bobifh086qe1.apps.googleusercontent.com&scope=openid%20email%20https://www.googleapis.com/auth/userinfo.profile&redirect_uri=https://auth.geeksforgeeks.org/googleLogin.php&state=34ebec0fd9528d962395516a1683e7c6
53,2021-11-14 02:16:46,GeeksforGeeks,https://accounts.google.com/o/oauth2/v2/auth?response_type=code&client_id=388036620207-3uolk1hv6ta7p3r9l6s3bobifh086qe1.apps.googleusercontent.com&scope=openid%20email%20https://www.googleapis.com/auth/userinfo.profile&redirect_uri=https://auth.geeksforgeeks.org/googleLogin.php&state=cb2990a7b0704fdbf6ce6b70db7d0d65
54,2021-11-22 16:11:36,Google Pixel: Shop the Newest Google Pixel Phone - Best Buy,https://ad.doubleclick.net/ddm/clk/416853767;218195965;c;u=ds&sv1=67021860407&sv2=3275230990610592&sv3=8791333461946923212&gclid=CjwKCAiAnO2MBhApEiwA8q0HYSWTA_1Od1JMp97kj0MBQtIzsZhOd8owUqKTaBDN2ozWtZ6eIqvOpxoCNaYQAvD_BwE;%3fhttps://t.myvisualiq.net/click_pixel?et=c&ago=212&ao=546&aca=71700000033912419&si=-2&ci=-2&pi=-2&ad=58700007455047860&sv1=43700067021860407&advt=-2&chnl=-2&vndr=1195&sz=6583&u=CjwKCAiAnO2MBhApEiwA8q0HYSWTA_1Od1JMp97kj0MBQtIzsZhOd8owUqKTaBDN2ozWtZ6eIqvOpxoCNaYQAvD_BwE&red=https://www.bestbuy.com/site/google/learn-about-google-pixel/pcmcat1566430029496.c?id=pcmcat1566430029496&ref=212&loc=1&gclid=CjwKCAiAnO2MBhApEiwA8q0HYSWTA_1Od1JMp97kj0MBQtIzsZhOd8owUqKTaBDN2ozWtZ6eIqvOpxoCNaYQAvD_BwE&gclsrc=aw.ds
55,2021-11-11 02:08:20,2021 Holiday Phone Deals & Gift Ideas,"https://ad.doubleclick.net/ddm/clk/439363635;242958384;w;u=ds&sv1=49786373185&sv2=3273228996533247&sv3=1153939064043603588&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB;%3fhttps://d.agkn.com/pixel/4102/?che=&col=71700000049504165,700000001886408,58700005459570000,0,0,Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB&l1=https%3A%2F%2Fwww.att.com%2Fdeals%2Fholiday-gift-guide%2F%3Fsource%3DEC1NNBDES0000000P%26tfn%3Dwireless%26WT.srch%3D1%26wtExtndSource%3D%252Bcyber%2B%252Bmonday%2B%252Bdeals%26gclsrc%3Daw.ds%26ds_rl%3D1277863%26ds_rl%3D1285957&ds_rl=1285957&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsRRgrTlJO2tNn4g408b7JrbZa7na1v1x312OKzZxm2VoxNnb4i054aAsxfEALw_wcB&gclsrc=aw.ds"
56,2021-11-22 16:07:53,Google Pixel 6 – 50% off at AT&T,"https://ad.doubleclick.net/ddm/clk/439363635;242958384;w;u=ds&sv1=66976685657&sv2=3275230542334858&sv3=9044849612447548882&gclid=CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE;%3fhttps://d.agkn.com/pixel/4102/?che=&col=71700000087920916,700000001886408,58700007453811124,0,0,CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE&l1=https%3A%2F%2Fwww.att.com%2Fbuy%2Fphones%2Fgoogle-pixel-6-128gb-stormy-black.html%3Fofferid%3D20200003%26source%3D%26tfn%3Dwireless%26WT.srch%3D1%26wtExtndSource%3Dpixel%2B6%26gclsrc%3Daw.ds%26&gclid=CjwKCAiAnO2MBhApEiwA8q0HYZ-BpQ3NR2yIV9gLHG2tQSTDFrtAu-qSrQgcN1q-ZvBzaQrqm1Ai2xoCVbYQAvD_BwE&gclsrc=aw.ds"
57,2021-11-11 01:28:47,Northeastern University,https://ad.doubleclick.net/ddm/clk/448296987;251953577;k;u=ds&sv1=60647723141&sv2=3273224246157684&sv3=5836752060184911315&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRumbJO50tvWMY8YgNy2FYueJy-a8yFQWGAZ7sRgtP176SmvT-8tURcaAh0uEALw_wcB;%3fhttps://pages.northeastern.edu/EM-OPP-EVG-DOM-GRAD-NET-STEM-MSCS-PSCH-2021-03-02-RAZORFISH-GOOGLE_LP.html?utm_medium=paid-search&utm_source=google&utm_campaign=em-opp-evg-dom-grad-net-stem-mscs-psch-2021_03_02-razorfish_google&utm_mktoid=8077&_bk=northeastern%20computer%20science&_bt=496834161247&_bm=p&_bn=g&_bg=117816185416&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRumbJO50tvWMY8YgNy2FYueJy-a8yFQWGAZ7sRgtP176SmvT-8tURcaAh0uEALw_wcB&gclsrc=aw.ds
58,2021-11-11 02:07:08,"Business Laptops, Desktops & Accessories Deals | Dell UK",https://ad.doubleclick.net/ddm/clk/461604367;266791111;g;u=ds&sv1=53929298878&sv2=3273228849570523&sv3=973071716271643522&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB;%3fhttps://t.myvisualiq.net/click_pixel?et=c&ago=212&ao=871&aca=71700000062712531&si=-2&ci=-2&pi=-2&ad=58700005619252588&sv1=39700053929298878&advt=-2&chnl=-2&vndr=1195&sz=7852&u=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB%7cc%7c1029&othercookie_id=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB&red=https://deals.dell.com/en-uk/bsd?gacd=9646510-1026-5761040-266731581-0&dgc=st&ds_k=DYNAMIC+SEARCH+ADS&ds_rl=1282789&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRvvrD2xkB1ttQ-IsUYlmROHYi1aoSDL1uz8QVXbBXdzbj5ROBGsIckaAlbGEALw_wcB&gclsrc=aw.ds
59,2021-11-11 02:08:24,Black Friday Laptop Deals | Sneak Peek Sale | Dell United States,https://ad.doubleclick.net/ddm/clk/461604367;266791111;g;u=ds&sv1=53929298884&sv2=3273229002940213&sv3=8071422146281856982&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB;%3fhttps://t.myvisualiq.net/click_pixel?et=c&ago=212&ao=871&aca=71700000062712531&si=-2&ci=-2&pi=-2&ad=58700005619252591&sv1=39700053929298884&advt=-2&chnl=-2&vndr=1195&sz=7852&u=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB%7cc%7c1029&othercookie_id=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB&red=https://www.dell.com/en-us/work/shop/deals/laptop-tablet-deals?gacd=9646510-1026-5761040-266731581-0&dgc=st&ds_k=DYNAMIC+SEARCH+ADS&ds_rl=1282789&gclid=Cj0KCQiA-K2MBhC-ARIsAMtLKRsz772J3wbxRdEzQTtAdP0wbG2S_aivP73iH5mjh-C5kAPd_Yw9z9gaAj1KEALw_wcB&gclsrc=aw.ds
60,2021-11-11 17:34:43,Buy Galaxy Book Pro & Pro 360 | Price & Deals | Samsung US,https://ad.doubleclick.net/ddm/clk/494809329;301974370;r;u=ds&sv1=63345997679&sv2=3273340165800471&sv3=7386223282436562498&gclid=CjwKCAiAm7OMBhAQEiwArvGi3N24zUtgxo0fTUtWzIFTJJ5cYBW0HAAI948Z9JAPspmuNa0k7z_BHBoCalkQAvD_BwE;%3fhttps://www.samsung.com/us/computing/galaxy-book-pro/buy/?link=galaxy-book-pro/galaxy-book-pro-&cid=sem-mktg-pfs-pc-us-google-na-10112021-170086-&ds_e=GOOGLE-cr:%25ecid!-pl:%25epid!-&ds_c=FF~Galaxy+Book+Pro+-+Brand+Core_CN~pc_PH~on_MK~usnat_BS~im_PR~pcl_SB~gbp_PK~ROAS_FS~lo_CA~kew_MD~h_KS~ba_MT~phrase-&ds_ag=AG~Core_MK~usnat_AT~ta_MD~h_AG~Core_AI~no-&ds_k=samsung+notebook+laptop&gclid=CjwKCAiAm7OMBhAQEiwArvGi3N24zUtgxo0fTUtWzIFTJJ5cYBW0HAAI948Z9JAPspmuNa0k7z_BHBoCalkQAvD_BwE&gclsrc=aw.ds
61,2021-11-01 22:58:11,Discord | Your Place to Talk and Hang Out,https://ad.doubleclick.net/ddm/clk/496532370;303516314;a;u=ds&sv1=67080480396&sv2=3271643783184516&sv3=8396417917081220708&gclid=CjwKCAjwoP6LBhBlEiwAvCcthLDK1JVyRoEEYMuVfLIF9OBB59y_HFccXe2RpLCMIYpeZsOEC_sgMhoCWjUQAvD_BwE;%3fhttps://discord.com/?utm_source=google&utm_medium=advertising&utm_campaign=2020-01_google-us-registrations-brand_broad&utm_term=ENG-Text-Chat-Desktop-NA-All-All-All&utm_content=--t%3Apa&gclid=CjwKCAjwoP6LBhBlEiwAvCcthLDK1JVyRoEEYMuVfLIF9OBB59y_HFccXe2RpLCMIYpeZsOEC_sgMhoCWjUQAvD_BwE&gclsrc=aw.ds
62,2021-11-12 02:31:02,The best road trips in the USA are just a drive away | Vrbo,https://adclick.g.doubleclick.net/pcs/click?xai=AKAOjsvTMjZPO9aIrMB5nDxwEXb65trn7DNOQNy0gxxu24AwXUxF74MM2LdOJINA6CSqRJoTfbvNvJ-_eGX-vTXgc6JVG1zGZdW29ERqiZGda60U60aJhCJgUqJabdYcMdFRHZkJeWFz3OKq0EciJX6SgM8H4_MKB2-nrk2zVxAGxzhwfPelKywNeapZNvDaNKB2NrmNQkifLk084ubv9pUY33aFF31b3Q1X3e3_wHw_W8k0Q6cnD6Cn78XqHwAY815RUP-xftGes3btrSSN1EqgSWcKmzH168DQND-RxGtZIkvrwEXya4ODKay0GRJ3D1bkRWfKup7T9O5bAclJ05IaiQJgNZexHUJe699X4jtkfX4oc2sDVfWpkN82eZ7uZpj_Mf0H-IG1YrxBkMapgrcQaWZF-1FwKKpX_KvAtzooyXY9zkxszU4UnxLjac0UjpNBEAc8zl24MuY1FAubLXPU1V5nEpIoMGxOJqbuPJtmvTfn66-gsKLAyaEXMpwoAnYpWzR8xexhBHOE0SgL4gRSwhK6aS13XmR6EGGpvB5NgVNjHYiaAluSjI29Has3kyOn9WgHV7c_oYBpkFcgq97tLcck0VwSXMqXK7FWCNevABisfS9UDwtlWmONKa9pe5rS4vlkXtobrBIU_Ir82-DMK2VgeJL6OlRCgxA_y58q0Qvxa3DJtNw3HS6DTkwvkmz8iwgg2x8cEszwgVXFhmqXDFjuGrzuwE6sIbriggp6ZtypigW6MTMgskEJe-vD9Zgf6NpMPyP49oIV62IHF43MK2DhELUhrx32akq2-YgbUcVjEXzvKE6dEmW-8Kc32fp2p7SJnt1Ci4IfAbl2Iv8EAM6BLcjUvneds5lfXgTO-9MT_aWU-W9ZIr-Ubrx0I4k20MHNWtaMMH3qrFwmel02cVCfkIFXkc6ozXYrqw6Jw-EEHG8W2t6E67_euh24rlT4GFi_vcujXSRa-WxQQiR58eoPyiwK1xBMtvZU75bE2QwW9cMy9HV_5NrAcEaRuoArMDyuuEscNUNm_fy0sb1UtqOemqXP2W9hW3xqglB5iqFnyM4ME2MNMF-OZMhcCWpBfzXHdJ8m8kFRoDlSbloSDWBvTU0xOuQflzbd6h87iWlJ0yc1QrI5m21WFcbtyRKVIpTVFZ7x_9DcygvCes7ZrOHbRi-P48Nvcrrvs9Y_q7qci2hZUnmJ8AiqpvYKhKRnmr01VkzbigAlvmZMw1ddWRLHLn7ueMqFThkaFnhsxg&sai=AMfl-YT2saym2Mab9f94Ewspm-eq3eMBwhxRcXpGN4Ao8fG9BvGqtPnYS3K545ZxDkl5L7GyAyLZqncj1mDvoocUpRdEewv12saAZsbpP5CbVjGpIxY8ntnRYsMpH3WNCDoTTgaVNjCLxBoKFtU7eGg8o4GQvFzBB2-So8rVAanGyfM5HOyAONKxKWKi0MP7ueasEdjGjcrrWgnNYF-SSMmffb8FkdScLo0dWovvKmHmT6lBvM8TBmzDXWUAwxeWBCK1R0v7y1TurstvUZxLyeeh35AA4G_WlXxdY6Ktcnyh2WVJcM7G4HW_Klp_rCM-O0c5G5554mgCLNGTTQdju_nVHxUOTP2qJPlUy5ft3rUvdCb9QnhAKt--kqs2iaVFYIH9&sig=Cg0ArKJSzAH_nCROCCjLEAE&cry=1&fbs_aeid=[gw_fbsaeid]&urlfix=1&rm_eid=5825249&nx=162&ny=207&dim=320x480&bg=&adurl=https%3A%2F%2Fwww.vrbo.com%2Ftravel%2Fstaycation%3Futm_campaign%3Dvrbo%3Adisplay%3Ausa%3At%3Ag%3Atraveler_prospecting%26utm_medium%3Ddisplay%26utm_source%3Ddbm%26utm_content%3Da%3Aban%3Adbm%3Axxx%3Apro%3Axxx%3Adrive_to%3Axxx%26utm_term%3D20193083%7C295309897%7C151211277%7C512568052
63,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116
64,2021-11-19 12:30:30,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116
65,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116
66,2021-11-19 17:23:48,Khoury Admin — Khoury Administration,https://admin.khoury.northeastern.edu/?semester=Spring+2022&campus=116
67,2021-11-08 20:25:59,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022
68,2021-11-19 12:30:19,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022
69,2021-11-08 20:25:59,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116
70,2021-11-19 12:30:19,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116
71,2021-11-08 20:25:59,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116
72,2021-11-15 22:52:06,Khoury Admin — Spring 2022 TA Application,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=116
73,2021-11-19 12:30:19,Khoury Admin,https://admin.khoury.northeastern.edu/students/ta/application/?semester=Spring+2022&campus=undefined
74,2021-11-25 20:22:57,Thiagogiacomelli - Live Music - Volume.com,https://ajxx98.online/zjKjM-VSyZZ03w8XsL3lw6Q48yhPSaVQn9wSa5xBc9BB7PcLfhDfo1uZ7jwp56cXXOGmChg&ch=438558_16627462&cp.clickid=01f7ecf5bb3e96c57fcc9f6c3f939878
75,2021-11-29 14:56:27,Redirect,https://ak.hetaruvg.com/4/3601343/?var=4444031&ab2r=0&prfrev=false
76,2021-11-29 14:56:27,Redirect,https://ak.hetaruvg.com/4/4444031
77,2021-11-30 18:31:21,Selenium :: Anaconda.org,https://anaconda.org/conda-forge/selenium
78,2021-11-11 01:48:40,"In a coin game, you repeatedly toss a biased coin (0.4 for head, 0.6 for tail). Each head represents 3 points and the tail represents",https://answers-learning.com/mathematics/question14781281
79,2021-11-12 16:59:05,,https://api-6daaf5ea.duosecurity.com/frame/prompt?sid=YWVhOWI3MWM3MjNkNDU5NGJhYWFjYzA4NzE3NzA0MmE%3D%7C76.24.216.243%7C1636754346%7Cecfcf0fce1b7064d9d30dd5e0b6a6f49324fd104
80,2021-11-18 08:44:02,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzcyNDMzNDA=|6590c491ee4efe29740134843bd1de6de886c6ff&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6
81,2021-11-18 08:44:01,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzcyNDMzNDA=|6590c491ee4efe29740134843bd1de6de886c6ff&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6
82,2021-11-27 20:38:12,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgwNjM3ODU=|f81e255a362da253809c4ed2050870746d2beb61&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6
83,2021-11-27 20:38:09,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgwNjM3ODU=|f81e255a362da253809c4ed2050870746d2beb61&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2FSAML2%2FRedirect%2FSSO%3Fexecution%3De1s3&v=2.6
84,2021-11-29 07:45:02,,https://api-6daaf5ea.duosecurity.com/frame/web/v1/auth?tx=TX|YmFkZGFtLnJhfERJMlZVVlU2UFpMRjhQVFY2OUZSfDE2MzgxOTAyMDA=|bf5f185cd0486a4ddd1310876cf9688cb9cf029a&parent=https%3A%2F%2Fneuidmsso.neu.edu%2Fidp%2Fprofile%2Fcas%2Flogin%3Fexecution%3De1s3&v=2.6
